UrlId,Id,PlantName,LicenseNumber,PlantCapacity,LicensedMiti,LicenseExpiryMiti,MitiofOperation,WardNo,VDCMNC,PhoneNo,Email,URL,Rivers,Latitude,Longitude,DateofOperation,LicensedDate,LicenseExpiryDate,CreatedBy,CreatedDate,IsActive,CompanyId,PlantType,DistrictId,ProvinceId
87,87,Super Mai HPP,188,7800.00,2073/11/30,2108/11/29,2075/07/11,"Barbote, Soyang",,,,,Mai Khola,,,10/28/2018 12:00:00 AM,3/13/2017 12:00:00 AM,,rmsdoed,6/8/2020 4:00:03 PM,True,"Supermai Hydropower Pvt.Ltd. Kathmandu -5, Tangal",Seasonal rate in NRS,Ilam,Province 1
88,88,Rudi A,109,8800.00,2070/09/12,2105/09/11,2075/12/05,Pasagaun,,,,,Rudi Khola 	,,,3/19/2019 12:00:00 AM,12/27/2013 12:00:00 AM,,rmsdoed,6/8/2020 4:06:54 PM,True,"Bindhabasini Hydropower Dev Co. Ltd P.O.Box.10242, Newbaneswor, Kathmandu",Seasonal rate in NRS,Lamjung,Gandaki
89,89,Bagmati Nadi,125,32000.00,2071/03/19,2106/03/18,2075/12/19,Sisneri,,,,,Bagmati,,,4/2/2019 12:00:00 AM,7/3/2014 12:00:00 AM,,rmsdoed,6/8/2020 4:14:38 PM,True,"Mandu Hydropower Pvt. Ltd. Kamaladi 13, Kathmandu",Seasonal rate in NRS,Makawanpur,Bagmati
90,90,Kapadigad HPP,111,3330.00,2070/09/14,2105/09/13,2076/02/25, Barchhen,,,,,Kapadigad,,,6/8/2019 12:00:00 AM,12/29/2013 12:00:00 AM,,rmsdoed,6/8/2020 4:17:05 PM,True,"Salmanidevi Hydropower Pvt Ltd Tinthana-7, KTM",Seasonal rate in NRS,Doti,Sudurpashchim
91,91,Pikhuwa Khola,45,5000.00,2067/12/07,2102/12/06,2076/02/27,Bokhim,,,,,Pikhuwa ,,,6/10/2019 12:00:00 AM,3/21/2011 12:00:00 AM,,rmsdoed,6/8/2020 4:22:03 PM,True,Eastern Hydropower Ltd Kathmandu,Seasonal rate in NRS,Bhojpur,Province 1
92,92,Super Mai A ,224,9600.00,2074/11/18,2109/11/17,2077/02/32,"Sulubung, Pyang",,,,,Mai Khola,,,6/14/2020 12:00:00 AM,3/2/2018 12:00:00 AM,,rmsdoed,7/16/2020 3:05:27 PM,True,"Sagarmatha Jalbidhyut Company P.Ltd. Thapa Gaun, New Banesor-10, Kathmandu.",Seasonal rate in NRS,Ilam,Province 1
93,93,Rudi Khola-B,199,6600.00,2074/02/26,2109/02/25,2076/11/05,Mijuredada (Kaski) ,,,,,Rudi Khola,,,2/17/2020 12:00:00 AM,6/9/2017 12:00:00 AM,,chiranjib.jha,7/22/2020 3:37:20 PM,True,"Bindhabasini Hydropower Dev Co. Ltd P.O.Box.10242, Newbaneswor, Kathmandu",Seasonal rate in NRS,Lamjung,Gandaki
94,94,Upper Khorunga HPP,168,7500.00,2073/05/08,2106/11/06,2076/11/17,Oyabjung,,,,,Khoranga Khola,,,2/29/2020 12:00:00 AM,8/24/2016 12:00:00 AM,,chiranjib.jha,7/22/2020 3:58:26 PM,True,"Terhathum Power Company Limited GPO Box 24311, Bagbazar Kathmandu",Seasonal rate in NRS,Tehrathum,Province 1
95,95,Super Mai Khola Cascade HPP,250,3000.00,2075/11/05,2110/11/04,2077/03/31,Barbote,,,,,Mai Khola,,,7/15/2020 12:00:00 AM,2/17/2019 12:00:00 AM,,chiranjib.jha,8/10/2020 2:23:34 PM,True,"Mai Khola Hydropower Ltd. Kathmandu-10, Thapagaun;  9851018025",Seasonal rate in NRS,Ilam,Province 1
96,96,Lower Hewa,99,22100.00,2070/04/09,2105/04/08,2076/04/21,,Fidim,,,,Hewa Khola,,,8/6/2019 12:00:00 AM,7/24/2013 12:00:00 AM,,rmsdoed,7/5/2021 12:15:36 AM,True,Mountain Hydro Power Nepal P Ltd. New Baneshwor,Seasonal rate in NRS,Panchthar,Province 1
97,97,Upper Mardi,181,7000.00,2073/10/14,2108/05/31,2076/06/20,,Lwangghale,,,,Mardi,,,10/7/2019 12:00:00 AM,1/27/2017 12:00:00 AM,,rmsdoed,7/5/2021 12:20:25 AM,True,United Idimardi and R.B. Hydropower Pvt Ltd Sanepa,Seasonal rate in NRS,Kaski,Gandaki
98,98,Iwa Khola	,139,9900.00,2072/03/28,2107/03/27,2076/06/20,,Sawalakhu ,,,,Iwa Khola,,,10/7/2019 12:00:00 AM,7/13/2015 12:00:00 AM,,rmsdoed,7/5/2021 1:01:05 AM,True,"Ridi Power Company Ltd Trade Tower,Thapathali",Seasonal rate in NRS,Taplejung,Province 1
99,99,Upper Trishuli 3A,43,60000.00,2067/11/15,2102/11/14,2076/05/13,"Laharepouwa, Thulogoun, Ramche",,,,,Trishuli,,,8/30/2019 12:00:00 AM,2/27/2011 12:00:00 AM,,rmsdoed,8/18/2021 6:18:45 PM,True,Nepal Electricity Authority NEA,Seasonal rate in NRS,Rashuwa,Bagmati
100,100,Kulekhani-III HP,24,14000.00,2067/11/15,2102/11/14,2076/07/01,,,,,,Kulekhani,,,10/18/2019 12:00:00 AM,2/27/2011 12:00:00 AM,,rmsdoed,9/8/2021 11:42:21 AM,True,Nepal Electricity Authority NEA,Seasonal rate in NRS,Makawanpur,Bagmati
101,101,Upper Naugad Gad ,177,8000.00,2073/09/14,2108/09/14,2076/07/13,,Dhuligada Sikhar,,,,Naugad,,,10/30/2019 12:00:00 AM,12/29/2016 12:00:00 AM,,rmsdoed,9/8/2021 11:57:08 AM,True,Api Power Company Ltd.,Seasonal rate in NRS,Darchula,Sudurpashchim
102,102,Kabeli B - 1,98,25000.00,2070/03/28,2105/03/27,2076/07/23,,"Nagi, Tharpu",,,,Kabeli Khola,,,11/9/2019 12:00:00 AM,7/12/2013 12:00:00 AM,,rmsdoed,9/8/2021 12:12:27 PM,True,Arun Kabeli Power Limited. Baneshwor,Seasonal rate in NRS,Panchthar,Province 1
103,103,Padam Khola SHP,207,4800.00,2074/06/29,2109/06/28,2076/09/08,,Kalika ,,,,Padam Khola,,,12/24/2019 12:00:00 AM,10/15/2017 12:00:00 AM,,rmsdoed,9/8/2021 12:15:41 PM,True,Dolti Power Company P. Ltd,Seasonal rate in NRS,Dailekh,Karnali
104,104,Ghalemdi Khola,110,5000.00,2070/09/14,2105/09/13,2076/11/05,,Narchyang,,,,Ghalemdi,,,2/17/2020 12:00:00 AM,12/29/2013 12:00:00 AM,,rmsdoed,9/8/2021 12:28:21 PM,True,Ghalemdi Hydro Limited,Seasonal rate in NRS,Myagdi,Gandaki
105,105,Solu,117,23500.00,2070/12/04,2105/12/03,2076/12/10,," Garma, Salleri ",,,,Solu Khola,,,3/23/2020 12:00:00 AM,3/18/2014 12:00:00 AM,,rmsdoed,9/8/2021 12:32:02 PM,True,Upper Solu Hydroelectric Company Ltd,Seasonal rate in NRS,Sankhuwasabha,Province 1
106,106,Rawa Khola,186,3000.00,2073/11/26,2108/11/25,2077/06/04,,Sungdel,,,,Rawa Khola,,,9/20/2020 12:00:00 AM,3/9/2017 12:00:00 AM,,rmsdoed,9/8/2021 12:55:44 PM,True,Rawa Energy Development Pvt Ltd,Seasonal rate in NRS,Khotang,Province 1
107,107,Namarjun Madi,78,12000.00,2069/09/11,2104/09/10,2077/06/13,,"Namarjung, Sildujure",,,,Madi Khola,,,9/29/2020 12:00:00 AM,12/26/2012 12:00:00 AM,,rmsdoed,9/8/2021 1:00:13 PM,True,Himalayan Hydropower Pvt.Ltd,Seasonal rate in NRS,Kaski,Gandaki
108,108,Ghatte Khola,138,5000.00,2072/03/24,2107/03/23,2077/07/23,,Marbu ,,,,Ghatte Khola,,,11/8/2020 12:00:00 AM,7/9/2015 12:00:00 AM,,rmsdoed,9/8/2021 1:06:27 PM,True,Manakamana Engineering HP,Seasonal rate in NRS,Dolakha,Bagmati
109,109,Bijaypur Khola 2 HPP,166,4500.00,2073/04/25,2108/04/24,2077/11/18,,Lekhanath ,,,,Bijaypur,,,3/2/2021 12:00:00 AM,8/9/2016 12:00:00 AM,,rmsdoed,9/8/2021 1:10:41 PM,True,Civil Hydropower Company Limited,Seasonal rate in NRS,Kaski,Gandaki
110,110,Taksar Pikhuwa,159,8000.00,2073/03/03,2108/03/02,2078/01/01,"Taksar, Dalgaun",,,,,Pikhuwa,,,4/14/2021 12:00:00 AM,6/17/2016 12:00:00 AM,,rmsdoed,9/8/2021 1:15:04 PM,True,Taksar Pikhuwa Khola Hydropower Ltd. Tinkune,Seasonal rate in NRS,Bhojpur,Province 1
111,111,Upper Chaku A,58,22200.00,2068/11/12,2103/11/11,2078/02/01,,Fulpingkatti,,,,Chaku,,,5/15/2021 12:00:00 AM,2/24/2012 12:00:00 AM,,rmsdoed,9/8/2021 2:35:55 PM,True,Shiva Sri Hydropower Pvt. Ltd,Seasonal rate in NRS,Sindhupalchok,Bagmati
112,112,Mistry Khola,251,42000.00,2067/10/20,2100/01/01,2078/03/03,,,,,,Mistri Khola,,,6/17/2021 12:00:00 AM,2/3/2011 12:00:00 AM,,rmsdoed,9/8/2021 3:57:11 PM,True,"Mountain Energy Nepal Ltd. Sunrise Bizz Park, 3rd Floor",Seasonal rate in NRS,Myagdi,Gandaki
113,113,Singati,150,25000.00,2072/09/30,2107/09/29,2078/04/17, Laduk,Lamidada,,,,Singati,,,8/1/2021 12:00:00 AM,1/14/2016 12:00:00 AM,,rmsdoed,9/8/2021 4:10:54 PM,True,Singati Hydro Energy Pvt. Ltd.,Seasonal rate in NRS,Dolakha,Bagmati
114,114,Richet Khola SHP,214,5000.00,2074/09/04,2109/09/03,2078/04/28,"Manbu, Kashigaun", ,,,,Richet,,,8/12/2021 12:00:00 AM,12/19/2017 12:00:00 AM,,rmsdoed,10/4/2021 3:47:05 PM,True,Richet Jalbidhyut Company Pvt. Ltd.  Mahalaxmisthan,Seasonal rate in NRS,Gorkha,Gandaki
115,115,Upper Tamakoshi HPP,41,456000.00,2067/08/17,2102/08/16,2078/05/04,,,4420295,,,,,,8/20/2021 12:00:00 AM,12/3/2010 12:00:00 AM,,arun.raut,11/11/2021 12:04:21 PM,True,Upper Tamakoshi Hydropower Limited Gyaneshwor,Seasonal rate in NRS,Dolakha,Bagmati
116,116,Likhu-4,59,52400.00,2068/11/28,2098/11/27,2078/07/21,,"Ragani, Pokli",5544736,,,Likhhu,,,11/7/2021 12:00:00 AM,3/11/2012 12:00:00 AM,1/1/1967 12:00:00 AM,arun.raut,11/25/2021 11:51:40 AM,True,Green Ventures Co. Ltd,Seasonal rate in NRS,Okhaldunga,Province 1
119,119,Lower Jogmai Khola HPP,264,6200.00,2076/03/12,2111/03/11,2078/07/15,,"Namsaling, Goduk",Namsaling,,,Jogmai Khola,,,11/1/2021 12:00:00 AM,6/27/2019 12:00:00 AM,,arun.raut,11/29/2021 10:51:58 AM,True,Asian Hydropower Ltd New Baneshwor,Seasonal rate in NRS,Ilam,Province 1
120,120,Lower Modi Khola,38,20000.00,2067/05/21,2102/05/20,2078/06/14,,"Durlung, Deurali, Ramja",4441131,,,Modi Khola,,,9/30/2021 12:00:00 AM,9/6/2010 12:00:00 AM,1/1/1967 12:00:00 AM,arun.raut,11/29/2021 10:57:29 AM,True,Modi Energy Pvt . Ltd Naxal,Seasonal rate in NRS,Parbat,Gandaki
121,121,Mai Beni HPP,228,9510.00,2075/01/06,2110/01/05,2078/06/01,,"Namsaling, Goduk",5525228,,,,,,9/17/2021 12:00:00 AM,4/19/2018 12:00:00 AM,,arun.raut,12/12/2021 2:47:42 PM,True,Samling Power company Pvt.Ltd,Seasonal rate in NRS,Ilam,Province 1
122,122,Lower Tadi Khola,88,4996.00,2069/12/27,2104/12/26,2078/12/10,,,,,,,,,3/24/2022 12:00:00 AM,4/9/2013 12:00:00 AM,,jeevan.rana,5/17/2022 10:31:38 AM,True,Buddha Bhumi Nepal Hydropower Company Limited,Seasonal rate in NRS,Nuwakot,Bagmati
123,123,Kabeli B-1 Cascade,277,9940.00,2076/07/26,2112/07/25,2078/12/12,,,,,,,,,3/26/2022 12:00:00 AM,11/12/2019 12:00:00 AM,,jeevan.rana,5/17/2022 10:36:03 AM,True,Arun Valley HP Dev.  Ltd,Seasonal rate in NRS,Panchthar,Province 1
124,124,Upper Syange Khola Small,197,2400.00,2074/02/22,2109/02/21,2078/11/15,,,,,,,,,2/27/2022 12:00:00 AM,6/5/2017 12:00:00 AM,,jeevan.rana,5/17/2022 10:39:35 AM,True,Upper Syange Hydropower Ltd.,Seasonal rate in NRS,Lamjung,Gandaki
125,125,Upper Chhandi Khola Small,233,4000.00,2075/02/09,2110/02/08,2078/08/24,,,,,,,,,12/10/2021 12:00:00 AM,5/23/2018 12:00:00 AM,,jeevan.rana,5/17/2022 11:23:31 AM,True,Chhyandi Hydropower Co. Ltd,Seasonal rate in NRS,Lamjung,Gandaki
126,126,Lower Khare,64,11000.00,2069/03/19,2105/03/18,2078/09/06,,,,,,,,,12/21/2021 12:00:00 AM,7/3/2012 12:00:00 AM,,jeevan.rana,6/8/2022 11:34:13 AM,True,Universal Power Company Limited,Seasonal rate in NRS,Dolakha,Bagmati
127,127,Sapsu Khola Small HP,211,7151.00,2074/08/29,2109/08/28,2078/09/23,,,,,,Sapsu,,,1/7/2022 12:00:00 AM,12/15/2017 12:00:00 AM,,jeevan.rana,6/8/2022 4:17:52 PM,True,Three Star Hydropower Company Limited,Seasonal rate in NRS,Khotang,Province 1
128,128,Likhu Khola A,148,51000.00,2072/07/16,2107/07/15,2078/10/25,,,,,,Likhu,,,2/8/2022 12:00:00 AM,11/2/2015 12:00:00 AM,,jeevan.rana,6/8/2022 4:34:29 PM,True,Numbur Himalaya Hydropower Limited,Seasonal rate in NRS,Solukhumbu,Province 1
129,129,Suri Khola,134,7000.00,2072/02/24,2107/02/23,2079/01/18,,,,,,,,,5/1/2022 12:00:00 AM,6/7/2015 12:00:00 AM,,jeevan.rana,7/3/2022 1:03:11 PM,True,Makar Jitumaya Suri Khola Hydropower Limited,Seasonal rate in NRS,Dolakha,Bagmati
130,130,Nyadi,83,30000.00,2069/11/03,2104/11/02,2079/01/27,,,,,,,,,5/10/2022 12:00:00 AM,2/14/2013 12:00:00 AM,,jeevan.rana,7/3/2022 1:09:57 PM,True,Nyadi Hydropower Limited,Seasonal rate in NRS,Lamjung,Gandaki
131,131,Upper Khimti II,131,7000.00,2071/12/13,2106/12/12,2079/02/17,,,,,,,,,5/31/2022 12:00:00 AM,3/27/2015 12:00:00 AM,,jeevan.rana,7/18/2022 11:53:19 AM,True,Himalaya Urja Bikash Company Limited,Seasonal rate in NRS,Ramechhap,Bagmati
132,132,Uppallo Khimti,77,12000.00,2069/09/03,2104/09/02,2079/03/06,,,,,,,,,6/20/2022 12:00:00 AM,12/18/2012 12:00:00 AM,,jeevan.rana,7/21/2022 4:58:31 PM,True,Himalaya Urja Bikash Company Limited,Seasonal rate in NRS,Ramechhap,Bagmati
133,133,Upper Hewa,133,8500.00,2072/01/15,2107/01/14,2078/12/19,,,,,,,,,4/2/2022 12:00:00 AM,4/28/2015 12:00:00 AM,,jeevan.rana,7/26/2022 1:25:24 PM,True,Upper Hewakhola Hydropower Company Limited,Seasonal rate in NRS,Sankhuwasabha,Province 1
134,134,Dordi Khola,48,27000.00,2068/03/23,2103/03/22,2079/06/14,,,,,,,,,9/30/2022 12:00:00 AM,7/7/2011 12:00:00 AM,,jeevan.rana,3/1/2023 5:06:59 PM,True,Himalayan Power Partner Limited Maharajgunj,Seasonal rate in NRS,Lamjung,Gandaki
135,135,Makarigad,170,10000.00,2073/05/27,2108/05/26,2079/11/27,,,,,,Makarigad,,,3/11/2023 12:00:00 AM,9/12/2016 12:00:00 AM,,jeevan.rana,3/23/2023 12:47:44 PM,True,Makarigad Hydropower Pvt. Ltd. Maharajgunj,Seasonal rate in NRS,Darchula,Sudurpashchim
136,136,Upper Dordi A,121,25000.00,2071/01/15,2107/01/14,2079/08/17,,,,,,,,,12/3/2022 12:00:00 AM,4/28/2014 12:00:00 AM,,jeevan.rana,3/26/2023 4:14:05 PM,True,Liberty Energy Company Limited,Seasonal rate in NRS,Lamjung,Gandaki
137,137,Lower Likhu,154,28100.00,2072/12/28,2108/12/27,2079/07/19,,,,,,,,,11/5/2022 12:00:00 AM,4/10/2016 12:00:00 AM,,jeevan.rana,3/26/2023 4:16:14 PM,True,Swet Ganga Hydropower and Construction Limited,Seasonal rate in NRS,Ramechhap,Bagmati
138,138,Chepe Khola,279,8630.00,2076/08/16,2112/08/15,2079/06/16,,,,,,,,,10/2/2022 12:00:00 AM,12/2/2019 12:00:00 AM,,jeevan.rana,3/27/2023 10:51:38 AM,True,Aashutosh Energy Limited,Seasonal rate in NRS,Gorkha,Gandaki
139,139,Solu Khola (Dudhkoshi),126,86000.00,2071/06/02,2107/06/01,2079/11/17,,,,,,,,,3/1/2023 12:00:00 AM,9/18/2014 12:00:00 AM,,jeevan.rana,3/27/2023 4:44:28 PM,True,Sahas Urja Limited,Seasonal rate in NRS,Solukhumbu,Province 1
140,140,Upper Balephi A,163,36000.00,2073/04/12,2108/04/11,2079/08/06,(select 198766*667891 from DUAL),3137 Laguna Street,555-666-0606,testing@example.com,http://www.example.com,1,39.7817,-89.6501,11/22/2022 12:00:00 AM,7/27/2016 12:00:00 AM,1/1/1967 12:00:00 AM,Kiran,4/24/2023 12:20:38 PM,True,Balephi Hydropower Ltd. Koteshwor 35,Seasonal rate in NRS,,Province 1
141,141,Mid Solu Khola ,308	,9500.00,2077/04/22,2112/04/21,2079/09/15,,,,,,Solu Khola,,,12/30/2022 12:00:00 AM,8/6/2020 12:00:00 AM,,Kiran,4/24/2023 12:34:50 PM,True,Mid Solu Hydropower Co. Ltd.  Baneshwor-10,Seasonal rate in NRS,Solukhumbu,Province 1
142,142,Dordi 1,82,12000.00,2069/10/12,2105/10/11,2079/06/14,,,,,,,,,9/30/2022 12:00:00 AM,1/25/2013 12:00:00 AM,,jeevan.rana,7/13/2023 4:49:51 PM,True,Dordi Khola Jalvidyut Co. Limited,Seasonal rate in NRS,Lamjung,Gandaki
143,143,Puwa 2,240,4960.00,2075/06/23,2110/06/22,2079/08/12,,,,,,,,,11/28/2022 12:00:00 AM,10/9/2018 12:00:00 AM,,jeevan.rana,7/13/2023 4:54:51 PM,True,Peoples Power Limited,Seasonal rate in NRS,Ilam,Province 1
144,144,Middle Modi,93,18000.00,2070/03/07,2106/03/06,2079/09/08,,,,,,,,,12/23/2022 12:00:00 AM,6/21/2013 12:00:00 AM,,jeevan.rana,7/13/2023 4:57:01 PM,True,Middle Modi Hydropower Limited,Seasonal rate in NRS,Parbat,Gandaki
145,145,Kalanga,151,15330.00,2072/12/14,2107/12/13,2079/10/27,,,,,,,,,2/10/2023 12:00:00 AM,3/27/2016 12:00:00 AM,,jeevan.rana,7/13/2023 4:59:10 PM,True,Kalanga Hydropower Limited,Seasonal rate in NRS,Bajhanga,Sudurpashchim
146,146,Upper Kalangad,152,38460.00,2072/12/14,2107/12/13,2079/11/06,,,,,,,,,2/18/2023 12:00:00 AM,3/27/2016 12:00:00 AM,,jeevan.rana,7/13/2023 5:00:52 PM,True,Sanigad Hydro Limited,Seasonal rate in NRS,Bajhanga,Sudurpashchim
147,147,Upper Machha Khola Small,283,4550.00,2076/09/29,2111/09/28,2079/11/17,,,,,,,,,3/1/2023 12:00:00 AM,1/14/2020 12:00:00 AM,,jeevan.rana,7/13/2023 5:02:49 PM,True,Bikash Hydropower Co. Pvt. Ltd.,Seasonal rate in NRS,Gorkha,Gandaki
148,148,Upper Piluwa Khola 2,149,4720.00,2072/09/03,2107/09/02,2079/11/12,,,,,,,,,2/24/2023 12:00:00 AM,12/18/2015 12:00:00 AM,,jeevan.rana,7/13/2023 5:05:16 PM,True,Menchhiyam Hydropower Pvt. Ltd.,Seasonal rate in NRS,Sankhuwasabha,Province 1
149,149,Super Madi,192,44000.00,2073/12/17,2108/12/16,2079/12/27,,,,,,,,,4/10/2023 12:00:00 AM,3/30/2017 12:00:00 AM,,jeevan.rana,7/13/2023 5:13:00 PM,True,Super Madi Hydropower Limited,Seasonal rate in NRS,Kaski,Gandaki
150,150,Rukum gad,136,5000.00,2072/03/09,2108/03/08,2079/12/28,,,,,,,,,4/11/2023 12:00:00 AM,6/24/2015 12:00:00 AM,,jeevan.rana,7/13/2023 5:14:51 PM,True,Rapti Hydro and General Construction Limited,Seasonal rate in NRS,Rukum,Lumbini
151,151,Super Dordi Kha,115,54000.00,2070/11/21,2106/11/20,2080/02/08,,,,,,,,,5/22/2023 12:00:00 AM,3/5/2014 12:00:00 AM,,jeevan.rana,7/13/2023 5:16:47 PM,True,Peoples Hydropower Co. Ltd.,Seasonal rate in NRS,Lamjung,Gandaki
152,152,Upper Solu Khola,169,19800.00,2073/05/16,2106/05/05,2080/03/01,,,,,,,,,6/16/2023 12:00:00 AM,9/1/2016 12:00:00 AM,,jeevan.rana,7/13/2023 5:19:19 PM,True,Beni Hydropower Ltd.,Seasonal rate in NRS,Solukhumbu,Province 1
153,153,Maya Khola,123,14900.00,2071/02/26,2106/02/25,2080/03/22,,,,,,,,,7/7/2023 12:00:00 AM,6/9/2014 12:00:00 AM,,jeevan.rana,7/13/2023 5:21:11 PM,True,Maya Khola Hydropower Co. Ltd.,Seasonal rate in NRS,Sankhuwasabha,Province 1
154,154,Ghar Khola,137,14000.00,2072/03/11,2107/03/10,2080/05/08,,,,,,,,,8/25/2023 12:00:00 AM,6/26/2015 12:00:00 AM,,jeevan.rana,9/19/2023 11:39:46 AM,True,Myagdi Hydropower Limited,Seasonal rate in NRS,Myagdi,Gandaki
155,155,Upper Chameliya,273,40000.00,2076/06/12,2111/06/11,2080/04/28,,,,,,,,,8/13/2023 12:00:00 AM,9/29/2019 12:00:00 AM,,jeevan.rana,11/21/2023 11:34:04 AM,True,Api Power Company Ltd.,Seasonal rate in NRS,Darchula,Sudurpashchim
156,156,Down Piluwa,113,10300.00,2070/11/04,2105/11/03,2080/04/25,,,,,,,,,8/10/2023 12:00:00 AM,2/16/2014 12:00:00 AM,,jeevan.rana,11/21/2023 11:37:37 AM,True,RIver Falls Power Limited,Seasonal rate in NRS,Sankhuwasabha,Province 1
157,157,Likhu 2,146,55000.00,2072/06/22,2108/06/21,2080/04/15,,,,,,,,,7/31/2023 12:00:00 AM,10/9/2015 12:00:00 AM,,jeevan.rana,12/12/2023 12:08:23 PM,True,Global Hydropower Associate Limited,Seasonal rate in NRS,Ramechhap,Bagmati
158,158,Upper Sanjen,69,14800.00,2069/05/07,2105/05/06,2080/06/21,,,,,,Sanjen,,,10/8/2023 12:00:00 AM,8/23/2012 12:00:00 AM,,jeevan.rana,1/5/2024 10:55:49 AM,True,"Sanjen Jalvidyut Company Limited P.O.Box 25210, Gyaneswor",Seasonal rate in NRS,Rashuwa,Bagmati
159,159,Upper Sanigad,153,10700.00,2072/12/14,2107/12/13,2080/05/02,,,,,,,,,8/19/2023 12:00:00 AM,3/27/2016 12:00:00 AM,,jeevan.rana,1/5/2024 3:44:28 PM,True,Bungal Hydro Limited,Seasonal rate in NRS,Bajhanga,Sudurpashchim
160,160,Super Chepe,341,9050.00,2078/02/07,2113/02/06,2080/10/08,,,,,,,,,1/22/2024 12:00:00 AM,5/21/2021 12:00:00 AM,,jeevan.rana,4/1/2024 1:52:00 PM,True,Ridge Line Energy Limited Kupandole,Seasonal rate in NRS,Gorkha,Gandaki
161,161,Upper Suri,268,7000.00,2076/04/15,2111/04/14,2080/08/21,,,,,,,,,12/7/2023 12:00:00 AM,7/31/2019 12:00:00 AM,,jeevan.rana,4/4/2024 1:53:15 PM,True,Makar Jitumaya Suri Khola Hydropower Limited,Seasonal rate in NRS,Dolakha,Bagmati
162,162,Likhu 1,145,77000.00,2072/06/22,2108/06/21,2080/12/19,,,,,,,,,4/1/2024 12:00:00 AM,10/9/2015 12:00:00 AM,,jeevan.rana,5/2/2024 3:28:42 PM,True,Pan Himalaya Energy Limited,Seasonal rate in NRS,Ramechhap,Bagmati
163,163,Upper Midim Khola SHP,272,7500.00,2076/05/26,2111-05-25,2081/01/06,34,Bhujung,,,,Midim Khola,"28o 19' 01""	28o 20' 50""","84o 14' 40""	84o 15' 54""",4/18/2024 12:00:00 AM,9/12/2019 12:00:00 AM,1/1/1967 12:00:00 AM,ganesh,6/19/2024 4:47:26 PM,True,Bhujung Hydropower Ltd. Baneshwor-34,Seasonal rate in NRS,Lamjung,Gandaki
164,164,Nilgiri Khola-II cascade Project,241,71000.00,2075/07/07,2110/07/06,2080/12/24,,Narchyang,,,,Nilgiri,"28o 32' 17""	28o 34' 37""","83o 40' 00""	83o 43' 00""",4/6/2024 12:00:00 AM,10/24/2018 12:00:00 AM,,ganesh,7/1/2024 12:20:35 PM,True,"Nilgirikhola Hydropower Company Limited Heritage Plaza -1 Kamaladi, Kathmandu -28",Seasonal rate in NRS,Myagdi,Gandaki
165,165,Upper Ingwa Khola,329,9700.00,2077/07/28,2112/07/27,2080/12/28,,,,,,Ingwa,"27o 16' 41""	27o 17' 20""","87o 53' 03""	87o 55' 20""",4/10/2024 12:00:00 AM,11/13/2020 12:00:00 AM,,ganesh,7/1/2024 12:37:53 PM,True,"Ingwa Hydopower Ltd. Trade Tower, Thapathali, Kathmandu",Seasonal rate in NRS,Taplejung,Province 1
166,166,Upper Phawa HPP,238,5800.00,2075/05/19,2110/05/18,2081/01/08,,"Sikaicha, Tiringe",,,,Phawa Khola,"27o 19' 04""	27o 21' 02""","87o 46' 05""	87o 48' 12""",4/20/2024 12:00:00 AM,9/4/2018 12:00:00 AM,1/1/1967 12:00:00 AM,ganesh,7/1/2024 12:51:27 PM,True,Unitech Hydropower Company Ltd. kathmandu-32,Seasonal rate in NRS,Taplejung,Province 1
167,167,Upper Mailun Khola,79,14300.00,2069/09/20,2107/11/26,2080/10/28,,"Gatlang, Haku, Dandagoun",,,,Mailung Khola,"28o 05' 56""	28o 07' 13""","85o 11' 00""	85o 13' 00""",2/11/2024 12:00:00 AM,1/4/2013 12:00:00 AM,,ganesh,7/1/2024 1:05:25 PM,True,"Upper Mailung Khola Hydropower Limited, Baluwatar, Kathmandu",Seasonal rate in NRS,Rashuwa,Bagmati
168,168,Middle Tamor	,198	,73000.00,2074/02/22,2110/02/21,2081/01/23,,"Hangdeva, Khokling, Phurumbu, Sawadin",,,,Tamor,"27o 23' 29""	27o 25' 19""","87o 40' 01""	87o 42' 40""",5/5/2024 12:00:00 AM,6/5/2017 12:00:00 AM,1/1/1967 12:00:00 AM,ganesh,7/1/2024 1:15:44 PM,True,"Sanima Middle Tamor Hydropower Ltd Dhumbarahi, Kathmandu",Seasonal rate in NRS,Taplejung,Province 1
169,169,Yambaling Khola,172	,7271.00,2073/06/09,2109/06/08,2080/11/08,,"Gumba, Golche","98511140280, 014215238",ymlhydro@gmail.com,,Yambling,"27o 56' 13""	27o 57' 23""","85o 47' 25""	85o 50' 00""",2/20/2024 12:00:00 AM,9/25/2016 12:00:00 AM,1/1/1967 12:00:00 AM,ganesh,7/7/2024 12:38:13 PM,True,"Yambaling Hydropower Ltd. Lalitpur-10, Bagmati",Seasonal rate in NRS,Sindhupalchok,Bagmati
170,170,Nilgiri Khola ,202,38000.00,2074/04/31,2109/04/30,2081/04/21,,Narchyang,"4437705, 4441648",,,Nilgiri,"28o 34' 37""	28o 36' 00""","83o 40' 00""	83o 43' 00""",8/5/2024 12:00:00 AM,8/15/2017 12:00:00 AM,1/1/1967 12:00:00 AM,Kiran,10/17/2024 1:32:33 PM,True,"Nilgirikhola Hydropower Company Limited Heritage Plaza -1 Kamaladi, Kathmandu -28",Seasonal rate in NRS,Myagdi,Gandaki
